v8-version,8,4,371,19,-node.18,0
shared-library,/Users/qiangguo/.nvm/versions/node/v14.16.1/bin/node,0x100001000,0x1012f90d3,0
shared-library,/System/Library/Frameworks/CoreFoundation.framework/Versions/A/CoreFoundation,0x7ff81940d5c0,0x7ff8195e4551,418856960
shared-library,/usr/lib/libobjc.A.dylib,0x7ff818fddac0,0x7ff81900a5c0,418856960
shared-library,/System/Library/PrivateFrameworks/CoreServicesInternal.framework/Versions/A/CoreServicesInternal,0x7ff81c811be0,0x7ff81c84af50,418856960
shared-library,/System/Library/Frameworks/Foundation.framework/Versions/C/Foundation,0x7ff81a327a20,0x7ff81abfb361,418856960
shared-library,/usr/lib/liboah.dylib,0x7ff826873230,0x7ff826878dca,418856960
shared-library,/usr/lib/libfakelink.dylib,0x7ff8268aa3fa,0x7ff8268abb52,418856960
shared-library,/usr/lib/libicucore.A.dylib,0x7ff81c277680,0x7ff81c4999ac,418856960
shared-library,/usr/lib/libSystem.B.dylib,0x7ff8268a774b,0x7ff8268a7ce8,418856960
shared-library,/System/Library/PrivateFrameworks/SoftLinking.framework/Versions/A/SoftLinking,0x7ff8268acc35,0x7ff8268acebe,418856960
shared-library,/usr/lib/libc++abi.dylib,0x7ff819357c70,0x7ff819368bbe,418856960
shared-library,/usr/lib/libc++.1.dylib,0x7ff8192d8cc0,0x7ff81932bef6,418856960
shared-library,/usr/lib/system/libcache.dylib,0x7ff8268a171c,0x7ff8268a447c,418856960
shared-library,/usr/lib/system/libcommonCrypto.dylib,0x7ff82685b9d0,0x7ff826865e6c,418856960
shared-library,/usr/lib/system/libcompiler_rt.dylib,0x7ff826884ddc,0x7ff826889c45,418856960
shared-library,/usr/lib/system/libcopyfile.dylib,0x7ff82687a8d0,0x7ff826882306,418856960
shared-library,/usr/lib/system/libcorecrypto.dylib,0x7ff81911e200,0x7ff8191a3b14,418856960
shared-library,/usr/lib/system/libdispatch.dylib,0x7ff819203b40,0x7ff819238ffd,418856960
shared-library,/usr/lib/system/libdyld.dylib,0x7ff8193b3ad0,0x7ff8193d4d30,418856960
shared-library,/usr/lib/system/libkeymgr.dylib,0x7ff826896ae7,0x7ff826896f18,418856960
shared-library,/usr/lib/system/libmacho.dylib,0x7ff82683a468,0x7ff82683e8c7,418856960
shared-library,/usr/lib/system/libquarantine.dylib,0x7ff825cc9e25,0x7ff825ccbcec,418856960
shared-library,/usr/lib/system/libremovefile.dylib,0x7ff8268946d0,0x7ff826895d87,418856960
shared-library,/usr/lib/system/libsystem_asl.dylib,0x7ff81e91d2fc,0x7ff81e9315e8,418856960
shared-library,/usr/lib/system/libsystem_blocks.dylib,0x7ff8190bc108,0x7ff8190be490,418856960
shared-library,/usr/lib/system/libsystem_c.dylib,0x7ff81924d640,0x7ff8192cc1c8,418856960
shared-library,/usr/lib/system/libsystem_collections.dylib,0x7ff82688cec2,0x7ff8268909dc,418856960
shared-library,/usr/lib/system/libsystem_configuration.dylib,0x7ff824c29000,0x7ff824c2b8be,418856960
shared-library,/usr/lib/system/libsystem_containermanager.dylib,0x7ff823c9b7cc,0x7ff823cbbf29,418856960
shared-library,/usr/lib/system/libsystem_coreservices.dylib,0x7ff82648f610,0x7ff8264932b0,418856960
shared-library,/usr/lib/system/libsystem_darwin.dylib,0x7ff81c50d160,0x7ff81c51433c,418856960
shared-library,/usr/lib/system/libsystem_darwindirectory.dylib,0x7ffc28372bed,0x7ffc283753dc,418856960
shared-library,/usr/lib/system/libsystem_dnssd.dylib,0x7ff8268985fc,0x7ff82689e1bd,418856960
shared-library,/usr/lib/system/libsystem_featureflags.dylib,0x7ff819249ec9,0x7ff81924bbd0,418856960
shared-library,/usr/lib/system/libsystem_info.dylib,0x7ff8193e1d50,0x7ff81940785b,418856960
shared-library,/usr/lib/system/libsystem_m.dylib,0x7ff8267c9a40,0x7ff826804750,418856960
shared-library,/usr/lib/system/libsystem_malloc.dylib,0x7ff8191c9b30,0x7ff8191f64f0,418856960
shared-library,/usr/lib/system/libsystem_networkextension.dylib,0x7ff81e892d96,0x7ff81e8a5720,418856960
shared-library,/usr/lib/system/libsystem_notify.dylib,0x7ff81c955d24,0x7ff81c963e66,418856960
shared-library,/usr/lib/system/libsystem_sandbox.dylib,0x7ff824c2cd30,0x7ff824c312ba,418856960
shared-library,/usr/lib/system/libsystem_secinit.dylib,0x7ff826891edd,0x7ff82689344c,418856960
shared-library,/usr/lib/system/libsystem_kernel.dylib,0x7ff81936d6b0,0x7ff819396914,418856960
shared-library,/usr/lib/system/libsystem_platform.dylib,0x7ff8193d7880,0x7ff8193de553,418856960
shared-library,/usr/lib/system/libsystem_pthread.dylib,0x7ff8193a7bf0,0x7ff8193b0728,418856960
shared-library,/usr/lib/system/libsystem_symptoms.dylib,0x7ff820563dd6,0x7ff8205694ca,418856960
shared-library,/usr/lib/system/libsystem_trace.dylib,0x7ff819104400,0x7ff81911a01a,418856960
shared-library,/usr/lib/system/libunwind.dylib,0x7ff82686be90,0x7ff82687146a,418856960
shared-library,/usr/lib/system/libxpc.dylib,0x7ff8190c0610,0x7ff8190f223e,418856960
shared-library,/System/Library/Frameworks/IOKit.framework/Versions/A/IOKit,0x7ff81c893dc0,0x7ff81c93baef,418856960
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/CoreServices,0x7ff82e2b7fc0,0x7ff82e2b7fc0,418856960
shared-library,/usr/lib/libDiagnosticMessagesClient.dylib,0x7ff8211c3f85,0x7ff8211c4c04,418856960
shared-library,/usr/lib/libenergytrace.dylib,0x7ff81e8aa759,0x7ff81e8aad3e,418856960
shared-library,/usr/lib/libbsm.0.dylib,0x7ff825cf0bd4,0x7ff825cfdfed,418856960
shared-library,/usr/lib/libz.1.dylib,0x7ff8267b5950,0x7ff8267c2174,418856960
